Entity,Code,Year,"Deaths that are from all causes attributed to high systolic blood pressure, in both sexes aged all ages","Deaths that are from all causes attributed to diet high in sodium, in both sexes aged all ages","Deaths that are from all causes attributed to diet low in whole grains, in both sexes aged all ages","Deaths that are from all causes attributed to alcohol use, in both sexes aged all ages","Deaths that are from all causes attributed to diet low in fruits, in both sexes aged all ages","Deaths that are from all causes attributed to unsafe water source, in both sexes aged all ages","Deaths that are from all causes attributed to secondhand smoke, in both sexes aged all ages","Deaths that are from all causes attributed to low birth weight, in both sexes aged all ages","Deaths that are from all causes attributed to child wasting, in both sexes aged all ages","Deaths that are from all causes attributed to unsafe sex, in both sexes aged all ages","Deaths that are from all causes attributed to diet low in nuts and seeds, in both sexes aged all ages","Deaths that are from all causes attributed to household air pollution from solid fuels, in both sexes aged all ages","Deaths that are from all causes attributed to diet low in vegetables, in both sexes aged all ages","Deaths that are from all causes attributed to smoking, in both sexes aged all ages","Deaths that are from all causes attributed to high fasting plasma glucose, in both sexes aged all ages","Deaths that are from all causes attributed to air pollution, in both sexes aged all ages","Deaths that are from all causes attributed to high body-mass index, in both sexes aged all ages","Deaths that are from all causes attributed to unsafe sanitation, in both sexes aged all ages","Deaths that are from all causes attributed to drug use, in both sexes aged all ages","Deaths that are from all causes attributed to low bone mineral density, in both sexes aged all ages","Deaths that are from all causes attributed to vitamin a deficiency, in both sexes aged all ages","Deaths that are from all causes attributed to child stunting, in both sexes aged all ages","Deaths that are from all causes attributed to non-exclusive breastfeeding, in both sexes aged all ages","Deaths that are from all causes attributed to iron deficiency, in both sexes aged all ages","Deaths that are from all causes attributed to ambient particulate matter pollution, in both sexes aged all ages","Deaths that are from all causes attributed to low physical activity, in both sexes aged all ages","Deaths that are from all causes attributed to no access to handwashing facility, in both sexes aged all ages","Deaths that are from all causes attributed to high ldl cholesterol, in both sexes aged all ages"
South Korea,KOR,1999,42129.785,11986.92,3907.3562,26825.006,4605.082,81.766396,4293.567,1084.2906,400.93768,1435.7031,988.2475,109.05035,582.0334,43388.785,26616.053,17473.281,14429.345,30.988026,1484.5251,2496.8914,0.15211385,4.3627515,14.107317,14.489593,16785.934,3390.0232,101.842445,12327.567
South Korea,KOR,2000,41359.09,11786.651,3945.0928,26337.928,4530.606,75.64224,4239.857,1141.8336,347.93695,1430.1991,965.76086,93.591286,593.667,43659.375,27537.064,17365.908,14732.989,27.469837,1522.2274,2549.119,0.20478761,4.4183097,13.034478,13.298058,16803.432,3473.8071,103.839615,12184.239
South Korea,KOR,2001,40151.375,11503.224,3979.3926,25486.545,4411.477,69.505066,4120.671,1213.267,286.0228,1390.5685,951.9112,79.244774,614.09924,43318.535,28063.873,16992.65,14776.09,24.385033,1533.6085,2569.1177,0.15021598,4.1064157,12.096481,11.937585,16577.34,3534.511,104.53814,12035.488
South Korea,KOR,2002,39354.668,11397.826,4106.669,24977.65,4362.8545,68.31183,4048.9988,1198.215,229.65846,1390.553,965.2564,67.571526,656.8048,43455.06,28996.875,16879.602,14939.857,21.75533,1548.6526,2640.7725,0.0313883,3.3674953,10.854505,11.004975,16563.488,3673.7744,107.27297,12193.958
South Korea,KOR,2003,38238.562,11253.076,4235.355,24610.283,4307.963,68.812294,3956.3848,1148.9329,188.7934,1369.8047,980.4155,57.202164,699.1908,43487.445,29752.277,16803.748,15006.923,20.755686,1559.2925,2665.4338,0.026607158,2.9543378,9.5397215,10.629123,16475.318,3796.916,110.83907,12359.361
South Korea,KOR,2004,36775.656,11028.815,4326.203,24025.863,4218.782,69.92722,3832.0032,1041.4733,158.4829,1330.6532,987.27246,48.26691,732.27106,43495.34,30175.475,16626.898,14908.026,20.068758,1546.7112,2691.064,0.023491684,2.533974,8.167959,10.033022,16255.681,3870.479,114.94095,12367.909
South Korea,KOR,2005,35504.535,10820.236,4400.3994,23383.625,4123.9233,72.02026,3722.3416,914.65393,137.82217,1299.7073,1001.40546,41.51111,765.2129,43094.723,30346.56,16367.663,14766.286,19.764256,1514.3816,2706.0938,0.020886427,2.1189985,6.9267583,9.643335,15989.01,3935.4983,121.19502,12354.031
South Korea,KOR,2006,34056.43,10568.328,4458.429,22856.121,4013.6853,76.22957,3602.0508,841.9032,122.23077,1281.7971,1012.0988,36.123264,790.0683,42911.01,30000.066,16037.864,14517.748,19.705286,1518.5721,2722.1677,0.019628456,1.8990759,6.2530227,9.022274,15650.757,3941.5288,129.24243,12260.218
South Korea,KOR,2007,32839.508,10393.226,4530.641,22723.893,3935.5278,80.17589,3534.2073,792.5299,114.35655,1292.8972,1023.547,31.910933,815.0349,43025.28,29868.111,15863.656,14456.041,20.035093,1537.6627,2741.9575,0.020062655,1.7634214,5.874486,9.443032,15442.485,3956.7834,140.4063,12174.238
South Korea,KOR,2008,31472.266,10167.825,4577.5444,22775.615,3849.6743,84.301544,3466.1033,739.7242,106.97978,1278.698,1030.671,28.26097,833.2553,43144.137,29541.688,15707.477,14378.043,20.341389,1565.0195,2758.149,0.019676035,1.6207141,5.521624,9.6149235,15201.364,3937.6528,153.28148,12031.764
South Korea,KOR,2009,30531.236,10031.98,4642.0913,22969.24,3795.1262,88.981995,3438.1333,689.10205,101.28211,1282.0054,1040.1406,25.475544,846.7529,43394.242,29450.242,15660.914,14423.753,20.768127,1601.4894,2781.8345,0.020229803,1.4895754,5.2636924,9.89893,15126.263,3946.3613,168.75462,11999.224
South Korea,KOR,2010,30248.541,10039.85,4744.6885,23146.354,3784.757,94.75842,3450.3542,669.53284,99.20945,1299.2916,1066.8274,23.45835,871.2216,43990.227,29767.06,15833.132,14598.201,21.403742,1633.098,2842.247,0.020773211,1.4239267,5.1699414,9.646494,15292.928,4026.172,189.04037,12121.683
South Korea,KOR,2011,30179.668,10044.701,4824.936,23150.838,3777.4438,102.621574,3466.0754,644.52625,98.75633,1290.9774,1098.4524,21.798647,895.9909,44359.914,30193.469,16259.711,14768.775,21.978668,1657.723,2893.4526,0.020425355,1.3458701,5.0395722,8.752529,15700.525,4115.686,210.57697,12262.782
South Korea,KOR,2012,30389.389,10115.484,4918.486,23223.873,3802.8167,109.794174,3504.5667,622.48596,99.672104,1288.2789,1133.9259,20.547436,920.52844,45031.477,30961.156,17164.129,15065.179,22.25746,1696.568,2965.563,0.019767767,1.2679229,4.871949,7.823658,16527.908,4233.7407,232.75055,12467.136
South Korea,KOR,2013,30158.854,10026.656,4935.019,23172.678,3777.3462,114.93365,3497.0962,593.6916,99.46032,1274.5477,1148.2963,19.168407,926.66943,45077.37,31165.834,17943.922,15205.323,22.749792,1735.9481,2996.5642,0.019084772,1.1824421,4.652604,7.0935645,17212.799,4258.112,247.62505,12529.223
South Korea,KOR,2014,30111.639,9995.215,4948.0957,23210.023,3761.0798,119.85982,3484.069,565.52905,100.08248,1277.2726,1162.9719,17.925282,935.74146,45236.598,31465.895,18593.488,15377.844,23.280033,1777.0887,3093.5867,0.018856565,1.0905628,4.4192805,6.6203165,17817.283,4296.2744,257.12134,12579.603
South Korea,KOR,2015,30677.389,10162.57,5041.1187,23239.86,3799.3525,124.19527,3518.2131,526.3722,104.70509,1261.4454,1205.5099,16.998617,970.4956,45683.207,32122.633,19237.527,15708.438,23.762074,1822.9557,3105.9731,0.016641464,1.0087284,4.155024,6.219715,18376.926,4421.302,276.31735,12884.447
South Korea,KOR,2016,31463.385,10407.807,5133.187,23502.316,3845.1907,127.6841,3552.871,493.2626,110.24091,1289.6442,1241.579,16.170258,1003.08105,46177.9,32881.67,19582.658,16149.819,24.093067,1883.6388,3185.8926,0.015490319,0.9495806,3.9326012,5.8504505,18664.55,4543.1826,290.11765,13169.574
South Korea,KOR,2017,33305.74,11014.04,5401.5293,24533.236,4034.4634,132.16078,3701.1956,464.50385,118.447075,1327.6122,1320.7538,15.903408,1068.3142,48091.64,34919.19,20600.06,17153.057,24.603539,1991.8229,3354.165,0.014400926,0.9051424,3.7390842,5.609741,19587.441,4823.003,304.53134,13921.227
South Korea,KOR,2018,34971.94,11547.506,5651.227,25525.26,4196.9556,134.5034,3850.8398,439.85437,125.63435,1376.2749,1389.1437,15.456666,1121.6809,49410.18,36958.79,21644.572,18152.797,24.621384,2098.1797,3488.731,0.013340753,0.85862976,3.5614223,5.4179645,20505.89,5062.126,311.6472,14608.286
South Korea,KOR,2019,37142.496,12251.835,5984.6206,26891.688,4409.951,137.72128,4045.0486,418.82654,134.8051,1420.6874,1485.1969,15.111152,1198.776,51574.586,39832.05,23115.16,19332.93,24.792582,2211.5432,3658.2847,0.012915803,0.8205231,3.4193916,5.1914206,21837.008,5400.8477,322.60248,15522.161
South Sudan,SSD,1990,3497.9568,868.08203,334.0086,479.958,318.21564,5747.129,620.6457,7662.304,18442.771,495.48083,44.405617,9996.846,372.46558,1867.3811,1757.7513,10887.293,1259.0488,4336.979,27.231169,131.74086,724.2488,2930.715,1571.0135,155.23085,874.3277,53.568573,4670.485,595.19666
South Sudan,SSD,1991,3521.5515,860.9837,338.0231,478.77728,321.15976,5757.266,620.8725,7745.699,18344.705,586.48157,45.91493,10023.065,374.30215,1888.1271,1790.8303,10901.888,1261.6912,4343.5503,28.726025,132.7952,716.02716,2918.5325,1575.2932,155.73935,868.03674,54.08437,4674.0283,604.82574
South Sudan,SSD,1992,3549.0513,853.6943,342.22736,482.01788,324.6217,5868.115,627.19696,7845.646,18471.969,715.90497,47.30197,10122.957,376.5617,1914.3859,1826.635,11001.92,1270.9012,4428.2603,30.857428,134.16057,719.7237,2955.936,1584.7838,159.55818,871.60547,54.70517,4749.446,615.0938
South Sudan,SSD,1993,3560.196,842.66095,344.2265,483.12128,326.04077,5968.195,631.3227,7957.007,18501.844,882.37646,48.18607,10193.346,376.52106,1931.1737,1854.2095,11076.099,1275.7859,4504.6895,33.163074,135.16373,718.6602,2980.9421,1589.1432,161.18149,875.7856,54.922764,4815.462,621.09985
South Sudan,SSD,1994,3567.558,831.2464,345.90387,483.68454,326.9724,6067.71,632.0469,8051.755,18423.352,1092.8427,48.83261,10211.34,376.0462,1941.3256,1879.3125,11098.651,1283.016,4580.526,35.909943,136.04045,714.348,2980.864,1592.2438,163.46373,877.8274,55.326675,4859.6094,626.81055
South Sudan,SSD,1995,3596.203,824.16315,350.334,492.185,330.3523,6262.716,640.87305,8147.613,18701.527,1351.5642,49.671516,10329.569,378.5851,1966.7184,1916.6426,11234.62,1303.8982,4727.577,39.825314,137.91922,726.2491,3037.9705,1591.8828,171.47083,889.8679,56.243744,4977.084,637.57
South Sudan,SSD,1996,3582.6062,809.53937,350.56378,486.7021,328.509,6201.8833,632.83716,8244.117,18384.656,1643.7534,49.65052,10224.576,375.3765,1952.8969,1932.0366,11146.069,1309.1008,4680.7065,43.158573,138.78593,714.7962,2984.799,1579.3561,169.49234,904.16187,56.30762,4916.3794,640.0362
South Sudan,SSD,1997,3512.883,783.8012,345.00443,469.16135,320.44183,6053.6836,617.6846,8339.753,17958.832,1959.5668,48.56837,10016.6045,365.19965,1902.399,1918.4879,10970.032,1293.5023,4568.9453,45.80377,138.02547,707.33545,2921.1145,1564.9059,155.40163,939.08,56.111664,4802.076,631.055
South Sudan,SSD,1998,3502.1743,768.7282,345.81934,466.49655,319.16675,5997.192,607.8862,8481.221,17581.943,2315.7942,48.183067,9870.998,362.31277,1884.3708,1936.1133,10871.746,1314.9257,4526.389,50.097446,139.18904,707.5475,2853.4807,1545.6815,157.05472,991.1537,56.759853,4730.508,634.3001
South Sudan,SSD,1999,3473.3804,750.7796,345.04376,463.62766,316.20468,6001.193,595.46954,8624.659,17138.398,2685.803,47.47669,9692.831,357.5519,1853.3312,1941.814,10733.323,1331.6754,4529.001,54.597195,139.61885,695.96454,2769.4868,1540.1697,156.93112,1032.8484,57.289753,4669.7197,634.7155
South Sudan,SSD,2000,3463.2974,736.4098,348.54663,462.4456,314.67252,6061.971,586.933,8751.626,16686.143,3061.659,47.372257,9565.375,355.581,1829.1,1955.7932,10632.053,1351.1364,4574.2363,59.26707,140.31572,622.86646,2644.6309,1538.6476,158.06891,1056.825,58.143173,4647.101,644.1028
South Sudan,SSD,2001,3416.0742,714.4155,347.95227,450.79272,307.97116,6041.444,571.9559,8868.112,16160.904,3422.0815,46.51241,9372.547,348.7736,1775.8195,1937.3013,10440.643,1346.6925,4564.1777,62.853542,138.6151,592.06177,2549.2483,1521.7189,148.99239,1052.8103,58.10967,4570.869,646.40564
South Sudan,SSD,2002,3433.4854,702.759,352.91104,448.1577,306.76132,6096.673,565.64746,8989.776,15831.472,3775.333,46.08721,9283.287,348.13956,1753.0483,1950.6345,10354.934,1370.0298,4610.837,67.14318,138.8674,586.8223,2489.0483,1515.024,146.8007,1056.8987,59.04538,4551.5444,658.9222
South Sudan,SSD,2003,3497.6917,697.9239,362.38776,456.87738,310.87012,6217.8467,564.4872,9113.524,15543.363,4118.521,45.989117,9243.727,353.23257,1754.7971,1984.1562,10323.176,1424.8948,4707.1475,72.5763,140.68332,584.5713,2423.0337,1500.9839,154.16101,1066.3124,60.332596,4567.8584,680.4715
South Sudan,SSD,2004,3569.7852,695.51355,372.64407,465.42215,315.6001,6408.0244,568.3972,9247.677,15355.324,4432.2236,45.847206,9280.586,359.08304,1759.9852,2020.8696,10377.877,1481.4785,4856.177,77.73977,142.73294,548.93787,2329.4827,1501.4852,161.40076,1085.7668,61.95319,4645.439,703.22327
South Sudan,SSD,2005,3619.3982,690.94464,380.24448,468.264,318.0523,6667.0923,579.94086,9395.044,15115.959,4711.0005,45.453213,9416.864,362.46378,1753.075,2048.968,10550.614,1524.5135,5057.313,81.987045,143.94484,374.94098,2056.382,1517.9539,161.22688,1120.0912,63.31862,4800.565,719.97375
South Sudan,SSD,2006,3697.9214,690.64813,390.30576,480.32864,323.43146,7840.019,591.8047,9595.202,15724.334,4969.556,45.223366,9566.221,369.0543,1767.8445,2096.2415,10748.362,1583.6117,5951.3804,86.950615,146.10394,350.76865,2058.4612,1747.7788,168.33493,1163.744,64.60829,5295.0845,740.6374
South Sudan,SSD,2007,3758.7803,686.3304,397.74924,489.88672,326.51074,7625.0054,599.8883,9701.885,15126.185,5183.658,44.41689,9639.758,373.47748,1773.861,2133.478,10865.166,1634.1079,5793.5703,91.1173,147.68137,302.40445,1952.7245,1628.8563,170.65286,1206.6349,65.5264,5253.0225,755.653
South Sudan,SSD,2008,3823.5732,682.90967,404.88934,497.48224,329.2403,7461.75,608.0896,9832.706,14656.29,5345.5806,43.626877,9716.352,377.66046,1779.6971,2175.3003,10988.031,1682.2817,5674.486,94.34086,149.44891,279.91263,1902.8022,1538.7876,169.26427,1255.2745,66.78546,5231.4385,769.4815
South Sudan,SSD,2009,3892.45,680.4093,412.06912,506.6424,332.76227,7397.552,611.0247,9928.887,14288.76,5414.437,43.09102,9720.583,382.19135,1787.6183,2220.2764,11031.891,1738.361,5627.69,96.84624,151.58571,292.77618,1900.6182,1485.8159,170.32751,1297.4586,67.86485,5218.292,782.3479
South Sudan,SSD,2010,3966.589,680.74725,419.8107,516.0453,337.63107,7342.3022,606.41614,10041.844,14007.068,5470.7144,43.152344,9632.033,388.08725,1798.1951,2265.0913,10975.005,1800.1416,5587.1284,99.37794,153.8522,357.6864,1967.1716,1450.5555,171.54828,1328.9532,69.05737,5159.848,795.78253
South Sudan,SSD,2011,4034.3025,680.3083,427.36432,538.1601,342.67252,7277.3584,604.0935,10116.171,13784.328,5529.804,43.58917,9565.062,393.9256,1807.3221,2306.8855,10953.033,1862.7251,5536.606,101.95448,156.29611,380.84863,1990.4336,1435.316,171.58905,1373.4205,70.218285,5111.263,808.15955
South Sudan,SSD,2012,4110.2725,679.6197,435.24893,540.8945,348.6195,7257.0713,601.49194,10021.464,13540.109,5557.972,44.116302,9459.006,400.51193,1821.7583,2355.0378,10893.508,1934.1461,5520.686,104.29395,158.50174,375.06906,1979.9955,1409.34,171.28445,1422.8286,71.4623,5085.565,820.51263
South Sudan,SSD,2013,4174.863,677.9426,441.7737,541.94617,353.20923,7275.787,601.18317,9731.999,13099.118,5526.9556,44.540447,9338.382,405.70325,1830.5496,2396.732,10820.2,2000.6433,5533.705,105.434784,159.83076,287.57617,1839.3995,1376.6595,170.08478,1470.3358,72.652695,5095.8687,830.7759
South Sudan,SSD,2014,4236.2188,678.6666,446.04285,545.8621,357.23184,7272.8823,591.9821,9344.987,12660.802,5369.1074,44.774525,9087.803,409.50903,1845.6736,2439.724,10587.777,2066.2153,5530.4004,105.13391,166.02322,271.0661,1790.2883,1346.5559,166.92896,1488.5028,73.70847,5040.007,835.50916
South Sudan,SSD,2015,4326.667,690.0188,455.81332,547.8246,362.87482,6908.764,576.911,8588.242,11658.519,5012.773,45.63552,8679.009,416.86874,1857.8896,2486.3533,10160.203,2130.7986,5252.1426,102.07372,172.95018,203.58044,1601.3866,1221.644,158.2879,1462.6697,75.44593,4804.615,854.8022
South Sudan,SSD,2016,4385.8633,699.60333,461.23853,544.4371,365.9715,6564.048,552.9059,7831.013,10639.904,4763.3926,46.211037,8176.1753,420.45474,1859.9431,2518.001,9596.169,2181.7356,4989.483,100.17017,164.77858,178.06601,1460.5017,1114.7363,149.08289,1401.5836,76.482635,4527.2485,866.38257
South Sudan,SSD,2017,4467.054,713.07214,469.30243,551.76874,371.7522,6289.5757,530.1467,7608.316,9604.256,4743.369,47.117752,7810.94,426.80154,1872.5864,2560.8257,9187.182,2248.7437,4778.8794,101.55243,167.45802,167.27264,1322.183,1043.7483,147.47,1358.3372,78.2177,4268.1147,883.57355
South Sudan,SSD,2018,4586.358,732.5328,482.49005,563.8956,381.7394,6153.0264,524.40546,7755.64,8963.084,4601.5347,48.41492,7721.617,437.9926,1898.1354,2626.7644,9107.407,2344.7947,4673.3286,102.37913,173.77615,145.06677,1207.2002,1018.45154,150.34987,1366.809,80.220825,4147.9067,910.36334
South Sudan,SSD,2019,4697.111,751.0675,494.41296,574.79877,390.63458,5997.0615,522.6718,7895.204,8534.802,4456.0347,49.596546,7677.889,447.88293,1918.5267,2689.4434,9087.732,2434.0798,4553.791,102.93865,175.40994,137.69609,1137.0664,998.7669,151.43735,1390.1044,82.85122,4049.811,934.48505
South-East Asia Region (WHO),,1990,1054527.5,183637.2,146672.9,232843.77,192885.53,1197495.5,248548.53,1323467.8,1269991.9,48229.152,81624.96,1526146.6,120374.98,1004523.2,515715.47,1919740.2,176281.31,914379.7,40430.793,57627.81,65879.35,305967.62,150651.47,39958.082,378885.88,49081.133,493789.62,378875.34
South-East Asia Region (WHO),,1991,1084364.4,187626.92,150153.27,240167.33,197073.9,1203280.6,249772.08,1298337.1,1218661.5,50043.49,83211.79,1514894.2,121938.16,1028210.06,536905.6,1916652.8,185203.95,918637.06,42294.734,59819.35,64654.254,296485.72,145331.22,39161.992,387075.66,50799.625,493865.03,389093
South-East Asia Region (WHO),,1992,1115912.9,191714.38,153467.58,245273.14,201414.2,1205936.4,251365.03,1281829.6,1168451.6,54040.08,84674.234,1505306.2,123929.17,1046037.56,558763.5,1915764.5,195549.94,920237.3,44341.83,61807.3,63600.668,287235.97,139153.75,39143.734,395885.66,52864.777,493450.5,398883.84
South-East Asia Region (WHO),,1993,1138982.5,194556.73,156350.62,248322.16,204233.19,1158303.4,250772.84,1259029.2,1111797.1,58674.484,85919.37,1485872.8,125149.8,1057491.6,573998.06,1905022.1,204275.27,880059.75,47331.508,63834.03,58504.746,273036,131811.3,37461.336,403596.78,54724.945,471807.34,406726.5
South-East Asia Region (WHO),,1994,1164612.4,198114.84,160090.25,253431.28,207744.02,1104627.2,250425.53,1234691.8,1062258.4,65484.883,87787.14,1466567.6,126947.33,1069187.8,590723.1,1895679.6,215000.47,835098.75,50889.94,65461.754,53781.555,259986.03,124131.63,36210.742,412289.5,56493.066,448846.16,417046.62
South-East Asia Region (WHO),,1995,1186813.4,200734.17,162372.81,256860.78,209974.7,1073055.5,250253.7,1216311.5,1112482.1,73921.93,88580.17,1446658.4,128043.055,1073815.8,606302.1,1886818.8,224871,807936.5,53962.402,66966.805,50881.203,249678.1,116865.41,35007.773,420546.06,58108.84,435942.53,423305.25
South-East Asia Region (WHO),,1996,1236721.8,206612.08,169198.58,263891.66,216849.98,1039753.4,253230.73,1189944.4,1037903.25,85360.28,92264.87,1442672.2,131771.62,1101026.9,636600.94,1902757.9,241108.16,778386.4,58280.836,69766.69,47356.008,236190.53,108876.48,34166.62,437951.6,60786.156,421700.4,440864.5
South-East Asia Region (WHO),,1997,1313691.8,215250.33,180135.66,273960.28,228067.69,1027338.75,260381.1,1171286,988151.2,99342.25,99001.77,1463676.5,137998.88,1151068.4,684040.5,1956260.1,263152.12,764449.8,63567.46,74095.46,43774.797,224210.25,101878.94,34423.766,467655.56,65274.44,415706.78,467627.56
South-East Asia Region (WHO),,1998,1353267,219603.17,184220.97,277962.7,230819.56,1013315.3,261873.42,1155470.1,936622.56,114396.41,101204.87,1448171.8,140220.12,1162703.1,715160.75,1964870,280453.56,750080.4,67980.266,76589.234,40816.86,212190.78,96330.65,33786.6,490695.6,68651.85,407269.56,477365.47
South-East Asia Region (WHO),,1999,1367204.8,221483.8,185251.5,282875.75,229299.45,994942.6,258765.61,1133028.6,887615.4,130393.45,101299.86,1405108.4,140566.53,1151754.2,731550.56,1938518.1,295687.22,732469.94,72607.53,77916.86,39360.94,201172.45,92582.23,33294.797,506247.16,70398.17,398566.66,481422.06
South-East Asia Region (WHO),,2000,1406265.1,225478.67,189955.08,286419.1,232807,973252.4,259428.39,1107575.5,838043,146056.86,103797.26,1386373.4,143213.19,1167891.8,761980.25,1941622.4,314015.8,711912.4,77140.26,80049.28,37696.03,189712.52,89921.76,32702.6,527777.56,73491.45,389241.44,492061.6
South-East Asia Region (WHO),,2001,1454213.1,230050.52,196273.58,288904.1,238112.9,945699.9,261353.03,1081481,788765.3,160950.28,107608.62,1376853,146541.42,1182308.5,795677.9,1955438.4,334632.97,685205.5,81697.16,82797.75,34345.355,176726.52,86613.43,31303.104,549578.3,77109.016,376492.97,505086.03
South-East Asia Region (WHO),,2002,1501722.6,235389.89,202603.47,293595.62,242600.7,916956.1,262782.3,1064340.9,746252.44,174547.55,111078.57,1364413.5,149928.25,1194586.9,832480.44,1964363.6,359400.4,658135.5,86113.91,85240.36,31711.629,165839.92,83755.88,29291.451,571190.94,80343.99,364192.53,519008.38
South-East Asia Region (WHO),,2003,1524450.1,238592.14,205414.02,296971.16,242883.92,887474.4,260025.36,1046028,635839.7,183570.92,112179.92,1332293.8,151033.89,1197163.1,858979.06,1949396.4,380341.06,631978.56,89082.69,86295.91,29339.54,156122.78,81826.01,26984.31,586114.3,81893.08,352739.78,525179.75
South-East Asia Region (WHO),,2004,1520663.1,238594.4,203668.08,300116.38,238764.1,852228.2,254707.14,1026508.7,602407.8,191982.48,110358.24,1279947.6,149463.64,1170532.5,866795.25,1903543.5,393804.94,601799.56,91554.64,85907.9,27081.047,147211.92,80164.09,25515.87,592548.2,82083.89,339335.62,521579.97
South-East Asia Region (WHO),,2005,1588274.9,246384.03,212664.16,307481.03,247520.45,840706.56,260392.55,1002777.3,568117.25,195838.11,115791.67,1280474.4,154668.38,1202056,914142.5,1941469.8,421217.94,590934.44,94977.46,90415.85,24613.621,138103.06,77167.74,25011.092,625787.5,86995.95,335713.28,542827.6
South-East Asia Region (WHO),,2006,1672686.9,256166.1,225941.95,319825.78,259391.69,836074.2,268428.6,973304.5,535564.44,195619.84,124141.055,1287052.4,161959.95,1245634.8,967588.6,1994950,451855.88,584794.56,96510.63,94756.2,22526.742,128790.1,72977.55,23891.969,668418.56,93490.49,333482.2,575583.56
South-East Asia Region (WHO),,2007,1745737.2,265338.28,238006.64,335501.34,269860.88,828060,274162.47,946098.3,502453.12,191493.27,131824.05,1279856.5,168054.95,1283631,1013060.7,2035766.4,481921.78,577342.1,98018.45,98624.87,20302.521,118873.914,68425.125,22276.578,712322.75,98893.35,330123.66,606880.9
South-East Asia Region (WHO),,2008,1813976.2,274245.84,249285.05,355322.97,279447.3,820034.1,279739.66,919914.6,472264.78,186180.75,138601.6,1267347.1,173408.52,1322188.5,1057643.6,2070767.4,510835.47,569938.06,99719.305,101659.73,18280.434,109950.34,63986.824,21188.938,758628.3,104177.44,325752.1,635741.75
South-East Asia Region (WHO),,2009,1832761.4,277923.47,253531.2,358430.16,281454.25,780152.25,276903.75,890783.9,440149.53,177189.1,141367.66,1216499.4,174646.81,1318790,1070540.8,2040479.6,528717.9,538343.9,98910.86,99678.875,16238.718,100915.234,59449.062,20124.125,782152.9,105280.75,307834.3,647948.7
South-East Asia Region (WHO),,2010,1877705.9,284516.9,261370.16,368952.22,288167.8,762520.56,279572.22,861756.7,410184.6,168555.62,146591.6,1179465,178418.58,1330868.5,1098724.1,2041211.4,556775.44,523815.84,99335.43,100414.09,14363.587,92266.52,55319.254,19564.605,816763.3,107775.49,297047.53,670667.25
South-East Asia Region (WHO),,2011,1940911.1,292116.88,273085.53,382536.38,297657.44,759018.2,287325.28,832037.56,378428.2,160800.89,153884.8,1148326.2,183198.75,1360235.8,1149904.8,2073945.5,594224.94,520105.7,99479.89,103918.58,12228.675,82499.19,51329.06,18646.037,874044.1,113241.38,288491.97,700959.5
South-East Asia Region (WHO),,2012,2001267.6,298037.53,284475.53,395831.44,307285.84,727207,296373.7,802406.8,351495.66,153652.78,160774.4,1112916.4,187866.88,1393028.4,1211250.5,2111227,634983.2,494345.47,97300.22,106240.55,9785.376,73091.414,48512.484,17284.352,943929.06,119678.414,273040.2,729695.5
South-East Asia Region (WHO),,2013,2055282.6,302116.72,293880.34,404426.53,315016.3,704090,307315.88,778591.94,322782.12,150630.03,166009.19,1074362.4,191473.94,1430277.9,1275469.4,2154442.5,674111.06,473760,96012.25,112798.766,7425.565,63770.23,45286.61,16536.469,1021908.75,128668.45,261773.94,754160.4
South-East Asia Region (WHO),,2014,2090062.1,304773.84,298716.75,405949.16,319271.03,667261.9,314762.03,739094.56,287885.8,144605.58,168387.25,1026939.06,192842.47,1452361.5,1327071.8,2164015,707647,441508.44,93133.484,117210.85,5565.999,54172.645,41161.86,14892.773,1076180.1,135588.02,245525.48,769023.5
South-East Asia Region (WHO),,2015,2147232.5,312756.9,306871.66,414014.9,328214.12,644412.9,322185.2,707301.6,257618.39,138381.88,173626.6,996483.6,197071.75,1469943.1,1375500.5,2179980.5,753058.9,416139.75,93143.266,121250.92,4350.824,46560.34,37128.71,13967.834,1112644.9,139545.02,233633.02,792435.25
South-East Asia Region (WHO),,2016,2204508,321317.2,314932.38,425892.16,336734.6,622596.5,327365.7,645498.94,223654.2,132471.92,178401.38,969856,200953.58,1493668,1425489.6,2170685.2,794186.7,390769.78,93122.96,125344.164,3550.7256,39221.457,31872.648,13235.112,1124598,145131.67,222399.17,813830.9
South-East Asia Region (WHO),,2017,2263446.8,329360.28,322560.8,437311.3,344776.8,625043.4,334547.8,601684.7,204601.58,126756.45,182665.06,953206.9,204590.3,1522858.9,1478052.4,2179192,830286.4,380693.53,93615.37,130413.49,3228.786,35005.543,28887.338,12674.666,1144270.5,152517.55,220327.28,833960.1
South-East Asia Region (WHO),,2018,2335597,337595.25,334154.78,446840.3,354740.03,612465.1,346239.62,572528.75,186425.72,124193.07,187593.19,933389.7,209212.83,1558597.8,1571985.2,2226118.5,873460.06,357615,96160.07,137145.83,2533.599,30544.781,25632.246,12858.2705,1200473.8,153094.69,215028.94,862586.8
South-East Asia Region (WHO),,2019,2394045.2,346306.62,342704.88,455444.53,362548.3,598614.9,355276.47,542437.56,171058.34,123946.66,189417.61,896381.8,212429.5,1578752.4,1686760.8,2255901.2,918794.56,333177.56,100176.58,141967.56,1826.7177,26415.406,23094.46,12701.582,1264075.6,146765.7,208756.23,885993.9
